wals_code,Name,latitude,longitude
fma,Fula (Mauritanian),16.5,-13.75
fni,Fula (Nigerian),8.16666666667,10.5
fno,Frisian (North),54.5,9.0
foe,Foe,-6.5,143.5
fon,Fongbe,6.41666666667,2.16666666667
for,Fore,-6.75,145.5
fox,Fox,43.0,-83.0
fqs,Momu,-3.0,141.583333333
frd,Fordata,-6.75,131.5
fre,French,48.0,2.0
fri,Frisian,53.0,5.0
frw,Frisian (Western),53.0,6.0
fsl,Finnish Sign Language,62.0,26.0
fua,Fula (Cameroonian),9.16666666667,13.5
fue,Futuna (East),-14.3333333333,-178.166666667
ful,Fulniô,-8.0,-37.5
fum,Fulfulde (Maasina),15.0,-5.0
fur,Fur,13.5,25.0
fus,Fula (Senegal),15.0,-14.0
fut,Futuna-Aniwa,-19.5333333333,170.216666667
fuz,Fuzhou,26.0,119.5
fye,Fyem,9.58333333333,9.33333333333
ga,Gã,5.66666666667,-0.166666666667
gaa,Gaagudju,-12.5833333333,132.833333333
gad,Gade,8.66666666667,7.41666666667
gae,Gaelic (Scots),57.0,-4.0
gag,Gagauz,46.3333333333,28.6666666667
gah,Gahuku,-6.0,145.416666667
gal,Galo,28.1666666667,94.6666666667
gam,Gamo,6.66666666667,37.25
gan,Great Andamanese,12.0,92.6666666667
gap,Gapapaiwa,-9.75,149.833333333
gar,Garo,25.6666666667,90.5
gau,German (Upper Austrian),47.0,14.0
gav,Gavião,-10.6666666667,-62.0
gay,Gayo,4.5,97.5
gba,German (Bavarian),49.0,11.5
gbb,Gbeya Bossangoa,6.66666666667,17.5
gbc,Guinea Bissau Crioulo,12.0,-15.0
gbe,German (Bern),47.0,7.41666666667
gbk,Gbaya Kara,6.0,15.0
gbl,German (Berlin),52.5,13.3333333333
gcy,Greek (Cypriot),34.75,33.0
gdb,Gutob,19.0,83.6666666667
gdf,Guduf,11.2333333333,13.8
gdi,Godié,5.41666666667,-5.83333333333
gdk,Gadaba (Kondekor),18.75,83.5
gdl,Guadeloupe Creole,16.25,-61.5
gdr,Gidar,10.0,14.0
gds,Gadsup,-6.25,146.0
gel,Gela,-9.08333333333,160.25
geo,Georgian,42.0,44.0
ger,German,52.0,10.0
gfr,Guianese French Creole,5.0,-53.0
ggd,Gugadj,-18.5,140.5
ggu,Gureng Gureng,-25.25,151.0
gha,German (Hannover),52.4166666667,9.66666666667
ghb,Guahibo,5.0,-69.0
gho,Ghotuo,7.08333333333,5.75
ghr,Gahri,32.5,77.0
gid,Gidabal,-28.4166666667,152.416666667
gil,Gilaki,37.3333333333,50.0
gim,Gimira,7.0,35.75
gir,Gula Iro,10.25,19.4166666667
git,Gitksan,55.3333333333,-127.75
giz,Giziga,10.3333333333,14.1666666667
gji,Gurindji,-17.6666666667,130.666666667
gjj,Guajajara,-5.0,-46.0
gku,Gününa Küne,-41.0,-67.0
gla,Gelao,22.9166666667,105.5
glc,Galician,43.0,-8.0
gll,Galela,2.41666666667,128.333333333
gln,Golin,-6.33333333333,144.75
glp,Gaalpu,-12.6666666667,136.75
gma,German (Mansfeldisch),51.5833333333,11.5
gmb,Guambiano,2.5,-76.6666666667
gml,Gamilaraay,-29.8333333333,149.5
gmt,Gumatj,-12.5,135.5
gmw,Gumawana,-9.25,150.833333333
gmz,Gumuz,12.5,35.8333333333
gna,Guana,-22.0,-58.0
gnb,Gunbalang,-12.0,134.0
gnd,Ga'anda,10.3333333333,12.5833333333
gnn,Gunin,-14.25,126.666666667
gno,Guanano,0.833333333333,-69.5
gny,Gunya,-26.5,146.5
goa,Goajiro,12.0,-72.0
god,Godoberi,42.6666666667,46.0833333333
goe,Goemai,8.66666666667,9.75
gog,Gogodala,-8.08333333333,142.833333333
goj,Gojri,32.75,76.25
gok,Gokana,4.58333333333,7.33333333333
gol,Gola,7.25,-10.8333333333
gon,Gondi,19.0,81.0
goo,Gooniyandi,-18.3333333333,126.333333333
gor,Gorowa,-4.5,36.5
gos,German (Ostschweiz),47.4166666667,9.25
gpz,German (Appenzell),47.3333333333,9.33333333333
grb,Grebo,5.0,-8.0
gre,Greenlandic (East),65.0,-40.0
grf,Garífuna,15.6666666667,-88.0
grg,Gurr-goni,-12.25,134.416666667
grj,Guarijío,27.75,-108.666666667
grk,Greek (Modern),39.0,22.0
grm,Gurma,12.25,1.0
grn,Gurenne,10.8333333333,-0.916666666667
gro,Guro,7.0,-6.0
grp,German (Ripuarian),51.0,7.0
grr,Garrwa,-17.0833333333,137.166666667
grs,Garus,-4.95,145.666666667
grt,Gorontalo,0.5,122.0
grw,Greenlandic (West),64.0,-51.0
gsl,Greek Sign Language,38.5,22.0
gso,Greenlandic (South),60.0,-44.0
gtg,German (Thurgau),47.5833333333,9.16666666667
gth,German (Thuringian),51.0,11.0
gti,German (Timisoara),45.75,21.25
gto,Guató,-17.0,-58.0
gua,Guaraní,-26.0,-56.0
gud,Gude,10.4166666667,13.4166666667
gue,Guere,6.66666666667,-7.75
guf,Gupapuyngu,-12.0,136.0
gug,Gugada,-30.0,134.0
guh,Guhu-Samane,-8.0,147.333333333
guj,Gujarati,23.0,72.0
gul,Gula (in Central African Republic),9.5,22.5
gum,Gumbaynggir,-30.1666666667,152.5
gun,Gunu,4.58333333333,11.25
guq,Guaque,1.0,-72.0833333333
gur,Gurung,28.3333333333,84.3333333333
gus,Gusii,-0.75,34.8333333333
gut,Gurma (Togo),10.75,0.666666666667
guu,Guugu Yimidhirr,-15.0,144.833333333
guw,Gungbe,6.5,2.5
gvi,German (Viennese),48.1666666667,16.3333333333
gwa,Gwari,9.5,7.0
gwe,German (Westphalian),52.0,7.5
gwo,Gworok,9.91666666667,8.16666666667
gyb,Guayabero,2.83333333333,-72.0
gyc,Gyarong (Cogtse),31.5,102.0
gzu,German (Zurich),47.4166666667,8.5
had,Hadza,-3.75,35.1666666667
hai,Haida,53.0,-132.0
hak,Hakka,25.0,116.0
hal,Halia,-5.25,154.666666667
ham,Hamtai,-7.5,146.25
han,Hani,23.0,103.0
har,Haruai,-5.08333333333,144.166666667
hat,Hatam,-1.0,134.0
hau,Hausa,12.0,7.0
hav,Havasupai,35.75,-112.5
haw,Hawaiian,19.5833333333,-155.5
hay,Hayu,27.25,86.0
hba,Hebrew (Modern Ashkenazic),31.75,35.1666666667
hcr,Haitian Creole,19.0,-72.5
hdi,Hdi,11.8666666667,13.7166666667
heb,Hebrew (Modern),31.5,34.8333333333
heh,Hehe,-8.0,36.0
hei,Heiltsuk,52.0,-127.5
hem,Hemba,-6.25,27.1666666667
her,Herero,-20.5833333333,19.0
hhu,Hanga Hundi,-3.83333333333,142.916666667
hia,Hianacoto,0.833333333333,-71.0
hid,Hidatsa,47.0,-102.5
hil,Hiligaynon,10.25,123.0
hin,Hindi,25.0,77.0
hix,Hixkaryana,-1.0,-59.0
hks,Hong Kong Sign Language,22.5,114.0
hlb,Halbi,21.0,81.0
hli,Halkomelem (Island),49.2,-123.0
hln,Halang,14.5,107.5
hlp,Hualapai,35.5,-113.75
hlu,Halkomelem (Upriver),49.25,-121.916666667
hma,Hmar,24.1666666667,93.0
hmb,Huambisa,-4.0,-78.0
hmd,Hmong Daw,26.0,105.0
hmi,Huitoto (Minica),-0.333333333333,-74.0
hmo,Hmong Njua,28.0,105.0
hmr,Hamer,5.0,36.5
hmu,Huitoto (Muinane),-2.41666666667,-71.0
hna,Mina,10.3333333333,13.8333333333
hnd,Hunde,-1.16666666667,28.8333333333
hnk,Hinukh,42.1666666667,46.0
hnn,Hanunóo,12.3333333333,121.25
hno,Haida (Northern),54.0,-132.5
ho,Ho,22.0,86.0
hoa,Hoava,-8.08333333333,157.5
hok,Hokkien,25.0,118.0
hol,Holoholo,-5.16666666667,29.9166666667
hop,Hopi,36.0,-110.0
hpd,Hup,0.166666666667,-69.25
hre,Hre,14.6666666667,108.666666667
hrr,Harari,9.25,42.1666666667
hrs,Harsusi,20.0,56.5
hsl,Haisla,54.0,-128.75
htc,Huastec,22.0833333333,-99.3333333333
htt,Huitoto,-1.0,-74.0
hua,Hua,-6.33333333333,145.333333333
huc,=|Hoan,-25.5,25.0
hui,Huichol,22.0,-104.0
hum,Huitoto (Murui),-1.0,-73.5
hun,Hungarian,47.0,20.0
hup,Hupa,41.0833333333,-123.666666667
hve,Huave (San Mateo del Mar),16.2166666667,-95.0
hwc,Hawaiian Creole,21.5,-158.0
hwr,Hawrami,35.75,45.5
hya,Haya,-2.0,31.5
hyo,Hyow,22.0833333333,92.4166666667
hzb,Hunzib,42.1666666667,46.25
iaa,Iaai,-20.4166666667,166.583333333
iat,Iatmul,-4.25,143.25
iau,Iau,-3.16666666667,137.5
iba,Iban,2.0,112.0
ibi,Ibibio,5.25,7.83333333333
ibn,Ibanag,17.5,121.666666667
ice,Icelandic,65.0,-17.0
ics,Icelandic Sign Language,65.0,-18.0
idn,Iduna,-9.33333333333,150.25
ido,Idoma,6.91666666667,7.5
idu,Idu,29.3333333333,95.8333333333
ifi,Italian (Fiorentino),43.75,11.25
ifm,Ifumu,-3.66666666667,15.3333333333
ifu,Ifugao (Batad),16.8333333333,121.083333333
iga,Inga,1.0,-77.0
igb,Igbo,6.0,7.33333333333
ige,Igede,7.0,8.16666666667
ign,Ignaciano,-15.1666666667,-65.4166666667
igs,Ingessana,11.5,34.0
iha,Iha,-2.91666666667,132.25
iir,Indonesian (Papuan),-2.5,140.666666667
ijo,Ijo (Kolokuma),4.91666666667,5.66666666667
ik,Ik,3.75,34.1666666667
ika,Ika,10.6666666667,-73.75
ila,Ila,-15.5833333333,26.5
ill,Illinois,40.0,-90.0
ilo,Ilocano,16.0,121.0
imo,Imonda,-3.33333333333,141.166666667
ina,Inanwatan,-2.08333333333,132.083333333
ind,Indonesian,0.0,106.0
ing,Ingush,43.1666666667,45.0833333333
inj,Indonesian (Jakarta),-6.16666666667,106.75
inn,Innamincka,-27.75,140.75
inr,Inuktitut (Rankin Inlet),63.0,-92.0
ins,Inuktitut (Salluit),62.0,-76.0
inu,Iñupiaq,67.0,-161.0
ipi,Indo-Pakistani Sign Language (Indian dialects),24.0,80.0
ipk,Indo-Pakistani Sign Language (Karachi dialect),28.0,68.0
iql,Inuktitut (Quebec-Labrador),62.0,-73.0
iqu,Iquito,-3.25,-74.0
ird,Irish (Donegal),55.0,-8.0
iri,Irish,53.0,-8.0
irm,Irish (Munster),52.5,-9.0
irq,Iraqw,-4.0,35.5
irr,Irarutu,-3.0,133.5
irs,Irish Sign Language,53.5,-7.5
irx,Iranxe,-13.0,-58.0
isa,I'saka,-2.83333333333,141.283333333
ise,Isekiri,5.66666666667,5.5
ish,Ishkashmi,37.0,72.0
isi,Isirawa,-1.83333333333,138.5
isl,International Sign,40.0,-170.0
isn,Isnag,18.25,121.0
iso,Isoko,5.5,6.25
iss,Israeli Sign Language,32.0,34.8333333333
ita,Italian,43.0,12.0
itb,Italian (Bologna),44.5,11.3333333333
ite,Itelmen,57.0,157.5
itg,Italian (Genoa),44.4166666667,8.95
itn,Italian (Napolitanian),40.9166666667,14.25
ito,Itonama,-12.8333333333,-64.3333333333
itu,Italian (Turinese),45.0,7.66666666667
itw,Itawis,17.75,121.5
itz,Itzaj,17.0,-89.8333333333
iva,Ivatan,20.5,122.0
ivs,Ivatan (Southern),20.3333333333,121.833333333
iwa,Iwaidja,-11.5,132.666666667
iwm,Iwam,-4.33333333333,142.0
ixc,Ixcatec,17.8333333333,-97.1666666667
ixi,Ixil,15.5,-91.0
izh,Izhor,59.0,29.0
izi,Izi,6.33333333333,8.0
jab,Jabêm,-6.58333333333,147.783333333
jad,Jad,30.8333333333,79.0
jah,Jahai,5.75,101.5
jak,Jakaltek,15.6666666667,-91.6666666667
jam,Jaminjung,-15.0833333333,130.5
jaq,Jaqaru,-13.0,-76.0
jar,Jarawa (in Nigeria),9.5,10.5
jav,Javanese,-7.0,111.0
jbt,Jabutí,-12.25,-62.25
jcr,Jamaican Creole,18.1666666667,-77.25
jeb,Jebero,-5.41666666667,-76.5
jeh,Jeh,15.1666666667,107.833333333
jel,Jeli,9.5,-5.66666666667
jem,Jemez,35.8333333333,-107.0
jia,Jiarong,31.5,102.0
jib,Jibbali,17.5,55.0
jin,Jino,22.0,101.0
jiv,Jivaro,-2.5,-78.0
jlu,Jur Luwo,8.0,28.0
jmm,Jamamadi,-7.5,-67.0
jmo,Jur Mödö,6.0,30.0
jms,Jamsay,14.4166666667,-2.5
jng,Jingpho,25.4166666667,97.0
joh,Johari,30.6666666667,80.0
jom,Jomang,10.5833333333,30.5
jpn,Japanese,37.0,140.0
jpr,Japreria,10.5,-73.0
jrn,Juruna,-5.0,-54.5
jrw,Jarawa (in Andamans),12.0,92.5833333333
jua,Juat,-31.0,115.5
jug,Jugli,27.5,96.3333333333
juh,Ju|'hoan,-19.0,21.0
juk,Jukun,6.91666666667,10.4166666667
jum,Júma,-7.5,-64.0
jun,Juang,21.3333333333,86.0
jur,Jurchen,47.0,130.0
jva,Javaé,-10.0,-50.3333333333
jwr,Jarawara,-7.5,-65.5
kaa,Karó (Arára),-10.3333333333,-62.0
kab,Kabardian,43.5,43.5
kac,Kachari,26.5,91.0
kad,Kadugli,11.0,29.6666666667
kae,Kaki Ae,-8.0,145.833333333
kag,Kayu Agung,-3.16666666667,104.916666667
kai,Kaian,-4.08333333333,144.75
kaj,Kaure,-3.41666666667,140.083333333
kak,Kamano-Kafe,-6.25,145.666666667
kal,Kalami,35.5,72.5
kam,Kambera,-9.83333333333,120.166666667
kan,Kana,4.75,7.41666666667
kao,Karao,16.5,120.833333333
kap,Kela (Apoze),-7.41666666667,147.083333333
kaq,Kaurna,-34.25,138.5
kar,Kara (in Central African Republic),10.0,23.0
kas,Kashmiri,34.0,76.0
kat,Kâte,-6.5,147.75
kau,Kaulong,-6.16666666667,149.666666667
kaw,Kaiwá,-23.0,-55.0
kay,Kayardild,-17.05,139.5
kaz,Kazakh,50.0,70.0
kba,Kamba,-1.5,38.0
kbi,Kabui,24.8333333333,94.0
kbl,Kabyle,36.5,5.0
kbo,Kambot,-4.25,144.133333333
kbr,Kayan (Baram),3.5,114.5
kbt,Kabatei,36.75,49.4166666667
kbu,Kanembu,14.0,15.0
kbw,Karen (Bwe),19.5,97.0
kby,Kabiyé,9.66666666667,1.16666666667
kch,Koyra Chiini,17.0,-3.0
kda,Konda,19.5,83.0
kdg,Karipuna do Guapore,-10.0,-65.0
kdw,Kadiwéu,-20.0,-57.0
kdz,Kadazan,5.91666666667,117.166666667
kea,Kanjobal (Eastern),15.3333333333,-91.6666666667
ked,Kedang,-8.25,123.75
kef,Kefa,7.25,36.25
kei,Kei,-5.83333333333,132.916666667
kek,K'ekchí,16.0,-89.8333333333
kel,Kele,-2.08333333333,147.083333333
kem,Kemant,12.6666666667,37.4166666667
ken,Kenga,12.0,18.0
keo,Ke'o,-8.83333333333,121.25
ker,Kera,9.83333333333,15.0833333333
ket,Ket,64.0,87.0
keu,Kenyah (Uma' Lung),3.0,115.833333333
kew,Kewa,-6.5,143.833333333
kfc,Kriol (Fitzroy Crossing),-18.1666666667,125.583333333
kfe,Koromfe,14.25,-0.916666666667
kfy,Kirghiz (Fu-Yu),47.75,124.416666667
kga,Kinga,-9.0,34.0
kgi,Konyagi,12.5,-13.25
kgl,Umbu Ungu,-6.0,144.0
kgm,Kagoma,9.25,8.16666666667
kgr,Kagulu,-6.33333333333,37.0
kgt,Kangiryuarmiut,68.3333333333,-133.75
kgu,Kalkatungu,-21.0,139.5
kgy,Kyirong,28.4166666667,85.3333333333
kgz,Kirghiz,42.0,75.0
kha,Khalkha,47.0,105.0
khd,Kham (Dege),31.8333333333,98.5833333333
khg,Khaling,27.5,86.6666666667
khi,Khinalug,41.1666666667,48.0833333333
khk,Khakas,53.0,90.0
khl,Khalaj,35.0,50.0
khm,Khmer,12.5,105.0
khn,Khün,21.0,100.0
kho,Khoekhoe,-25.5,18.0
khr,Kharia,22.5,84.3333333333
khs,Khasi,25.5,92.0
khu,Khumi,21.9166666667,92.4166666667
khv,Khvarshi,42.25,46.1666666667
khw,Khowar,36.0,72.0
kic,Kickapoo,42.25,-84.0
kie,Kire,-4.25,144.75
kij,Kitja,-17.5,127.75
kik,Kikuyu,-0.75,36.75
kil,Kiluba,-8.0,26.0
kim,Kimaghama,-8.0,138.5
kin,Kinyarwanda,-2.0,30.0
kio,Kiowa,37.0,-99.0
kiq,Kalmyk (Issyk-Kul),42.4166666667,78.3333333333
kir,Kirma,10.25,-4.83333333333
kis,Kisi,8.83333333333,-10.1666666667
kit,Kitsai,31.8333333333,-96.5
kiu,Kui (in Indonesia),-8.43333333333,124.55
kiw,Kiwai,-8.0,143.5
kje,Koreguaje,1.0,-75.5
kji,Kurmanji,38.0,42.0
kjn,Kunjen,-16.5,142.5
kjo,Konjo,-5.46666666667,120.333333333
kjr,Koorete,5.83333333333,37.8333333333
kkb,Konkomba,10.0,0.0833333333333
kkl,Kata Kolok,-8.25,115.166666667
kkn,Konkani,15.25,74.0
kko,Koranko,9.33333333333,-11.25
kkp,Karakalpak,43.0,60.0
kkq,Kuikúro,-12.4166666667,-53.0833333333
kkr,Kirikiri,-3.0,137.166666667
kkt,Kokota,-8.0,159.133333333
kku,Korku,22.5,78.5
kkv,Lusi,-5.58333333333,149.666666667
kkw,Karankawa,28.0,-97.0
kky,Kankanay,16.75,120.583333333
kkz,Kokni,20.75,73.5
kla,Klao,4.75,-8.75
klb,Kilba,10.3333333333,13.1666666667
klg,Kulung,27.5,87.0
klh,Kalasha,35.0,72.0
kli,Kaili,-1.16666666667,120.0
klk,Koh (Lakka),8.0,15.5
kll,Kaluli,-6.5,142.75
klm,Klamath,42.5,-121.5
kln,Kolana,-8.25,125.116666667
klp,Kalapuya,44.5,-123.0
klq,Kalam,-5.25,144.583333333
klr,Koluri,37.0,48.0
kls,Kalispel,48.0,-117.0
klt,Kelabit,3.66666666667,115.416666667
klv,Kilivila,-8.5,151.083333333
klw,Kiliwa,31.3333333333,-115.666666667
kly,Kala Lagaw Ya,-10.1166666667,142.116666667
klz,Kalanga,-20.5,27.5
kma,Kamaiurá,-12.0833333333,-52.5833333333
kmb,Kombai,-5.58333333333,140.0
kmh,Kham,28.5,82.75
kmi,Kami,-6.75,38.0
kmj,Karimojong,3.0,34.1666666667
kmk,Kalmyk,44.0,83.0
kmn,Kuman,-5.91666666667,145.0
kmo,Koiali (Mountain),-9.0,147.5
kmp,Kunimaipa,-8.0,146.833333333
kmr,Kamoro,-4.33333333333,136.0
kms,Kamass,52.0,92.0
kmt,Kemtuik,-2.66666666667,140.333333333
kmu,Khmu',21.0,102.0
kmw,Kamu,-13.5833333333,130.833333333
kmz,Kamasau,-3.91666666667,143.666666667
kna,Karitiâna,-9.5,-64.0
knb,Kanum (Bädi),-8.83333333333,140.75
knc,Kugu Nganhcara,-14.4166666667,142.0
knd,Kannada,14.0,76.0
kng,Kaingang,-26.0,-52.0
kni,Konni,10.25,-1.58333333333
knk,Kanakuru,10.0,12.0
knm,Kunama,14.5,37.0
knn,Kinnauri,31.5,78.0
kno,Kanoê,-13.25,-61.0
knp,Kanum (Ngkâlmpw),-8.66666666667,140.916666667
knq,Kriol (Ngukurr),-14.8333333333,135.0
knr,Kanuri,12.0,13.0
knu,Konua,-5.83333333333,154.833333333
knw,Konkow,39.5,-121.5
knz,Kham (Tibetan) (Nangchen),32.5,96.5
koa,Koasati,34.8333333333,-85.1666666667
kob,Kobon,-5.16666666667,144.333333333
kod,Kodava,12.1666666667,76.8333333333
koe,Koegu,7.0,36.0833333333
koh,Kohumono,6.0,8.11666666667
koi,Koiari,-9.5,147.333333333
kok,Kokborok,24.3333333333,92.5
kol,Kolami,20.0,78.5
kom,Komo,8.75,33.75
kon,Kongo,-5.0,15.0
koo,Kola,-5.5,134.5
kop,Komi-Permyak,59.5,54.5
kor,Korean,37.5,128.0
kos,Kosraean,5.3,163.0
kot,Kota,11.5,77.1666666667
kou,Kom,6.25,10.3333333333
kow,Ko (Winye),11.8666666667,-2.91666666667
koy,Koya,17.5,81.3333333333
kpa,Kpan,7.58333333333,10.1666666667
kpe,Kpelle,7.0,-10.0
kpm,Kapampangan,15.3333333333,120.5
kpn,Kapingamarangi,1.05,154.75
kpo,Kposo,7.5,0.833333333333
kpw,Karen (Pwo),13.0,99.1666666667
kqq,Krenak,-15.5,-41.0
kra,Kara (in Papua New Guinea),-2.83333333333,151.116666667
krb,Kiribati,1.33333333333,173.0
krc,Karachay-Balkar,43.5,42.0
krd,Kurdish (Central),36.0,44.0
kre,Kresh,8.5,24.5
krf,Korafe,-9.05,149.083333333
krg,Karanga,-20.0,31.0
krh,Krahô,-8.0,-48.0
kri,Kipea,-10.0,-37.0
krj,Karadjeri,-19.0,122.0
krk,Karok,41.6666666667,-123.0
krl,Karelian,64.0,32.0
krm,Karaim,54.6666666667,24.9166666667
krn,Korana,-29.5,20.5
kro,Krongo,10.5,30.0
krq,Kerek,62.25,175.0
krr,Kairiru,-3.33333333333,143.583333333
krt,Karata,42.5833333333,46.3333333333
krw,Korowai,-5.25,140.0
kry,Koryak,61.0,167.0
krz,Kryz,41.0833333333,48.0
ksa,Keresan (Santa Ana),35.4166666667,-106.666666667
kse,Koyraboro Senni,16.0,0.0
ksg,Karen (Sgaw),18.0,97.0
ksh,Kashaya,38.6666666667,-123.333333333
ksi,Ksingmul,21.0833333333,104.0
ksl,Kenyan Sign Language,0.0,38.0
ksm,Kasem,11.25,-1.25
ksn,Kasong,12.75,102.116666667
ksp,Kosop,9.91666666667,15.9166666667
ksr,Kisar,-8.08333333333,127.116666667
kss,Kisi (Southern),8.5,-10.25
ksu,Kashubian,54.0,18.0
kta,Koita,-9.33333333333,147.083333333
ktb,Kituba,-5.0,17.5
ktc,Katcha,10.8333333333,29.6666666667
kte,Kete,-7.0,22.8333333333
kth,Kutchin,67.0,-146.0
kti,"Kati (in West Papua, Indonesia)",-5.75
ktk,Kotoko,11.3333333333,15.3333333333
ktl,Katla,11.8333333333,29.3333333333
ktn,Ketengban,-4.5,140.5
kto,Kato,39.6666666667,-123.666666667
ktp,Ketapang,-1.86666666667,110.0
ktt,Kott,57.0,94.0
ktu,Katu,15.8333333333,107.583333333
kty,Khanty,65.0,65.0
ktz,Kati (in Afghanistan),35.5,70.0
kua,Kualan,-0.416666666667,110.416666667
kug,Kunming,25.0,102.75
kui,Kui (in India),20.0,83.5
kuk,Kukú,5.83333333333,31.6666666667
kul,Kullo,6.75,37.0833333333
kum,Kumauni,30.0,80.0
kun,Kuna,8.0,-77.3333333333
kuo,Kuot,-3.05,151.5
kuq,Kumyk,43.0,47.3333333333
kur,Kurukh,22.8333333333,85.5
kus,Kusunda,28.0,84.6666666667
kut,Kutenai,49.5,-116.0
kuu,Kuuku Ya'u,-12.5833333333,143.083333333
kuv,Kuvi,18.75,82.6666666667
kuy,Kutai,-0.333333333333,116.666666667
kuz,Kulamanen,7.75,125.0
kwa,Kwaio,-8.95,161.0
kwb,Kwerba,-2.25,138.5
kwe,Kanjobal (Western),15.8333333333,-91.8333333333
kwk,Kwakw'ala,51.0,-127.0
kwm,Kwami,10.4166666667,11.0
kwn,Kwangali,-18.0,19.5
kwo,Kwoma,-4.16666666667,142.75
kwr,Kwamera,-19.5833333333,169.416666667
kws,Kawaiisu,36.0,-117.5
kwt,Kwomtari,-3.5,141.5
kwy,Iwoyo,-5.5,12.25
kwz,Kwazá,-12.5833333333,-60.6666666667
kxo,Kxoe,-17.5,22.5
kya,Kuku-Yalanji,-16.0,145.0
kyg,Kenyang,5.66666666667,9.5
kyk,Kyaka,-5.55,144.083333333
kyl,Kayah Li (Eastern),19.0,97.5
kym,Krymchak,45.0,34.25
kyn,Koyukon,65.0,-155.0
kyo,Kanyok,-7.33333333333,23.5833333333
kyp,Kayapó,-9.0,-52.0
kyq,Kyuquot,50.1666666667,-127.166666667
kyr,Karkar-Yuri,-3.75,141.083333333
kyt,Kaytej,-21.0,134.0
kyz,Kayabí,-11.0,-55.5
kzh,Kam (Zhanglu),26.0,108.5
kzy,Komi-Zyrian,65.0,55.0
laa,Laal,10.0,17.6666666667
lab,Labu,-6.75,146.916666667
lac,Lacandón,17.0,-91.5
lad,Ladakhi,34.0,78.0
laf,Lafofa,10.25,31.25
lag,Lagwan,11.5,14.8333333333
lah,Lahu,20.0,98.1666666667
lai,Lai,22.6666666667,93.6666666667
lak,Lak,42.1666666667,47.1666666667
lal,Lalo,25.0,100.25
lam,Lamé,9.0,14.5
lan,Lango,2.16666666667,33.0
lao,Lao,18.0,103.0
lar,Laragia,-12.6666666667,130.833333333
lat,Latvian,57.0,24.0
lau,Lau,-9.58333333333,161.5
lav,Lavukaleve,-9.08333333333,159.2
laz,Laz,41.5,41.5
lbu,Lunda,-10.6666666667,24.0
lch,Lachi,22.6666666667,104.833333333
lcr,Lesser Antillean French Creole,15.0,-61.1666666667
lda,Luganda,0.5,32.1666666667
ldn,Ladin,46.5833333333,11.9166666667
ldo,Londo,5.0,9.16666666667
ldu,Lendu,2.0,30.5
leb,Lebeo,1.75,25.0
lec,Leko,-15.0,-67.9166666667
leg,Lega,-2.83333333333,27.1666666667
lel,Lele,9.08333333333,15.5833333333
len,Lenakel,-19.45,169.25
lep,Lepcha,27.1666666667,88.5
les,Lese,2.0,29.0
let,Leti,-8.2,127.666666667
lew,Lewo,-16.75,168.333333333
lez,Lezgian,41.6666666667,47.8333333333
lga,Luangiua,-5.33333333333,159.416666667
lge,Low German,53.0,10.0
lgh,Lughat al-Isharat al-Lubnaniya,34.0,35.8333333333
lgi,Langi,-4.5,36.0
lgp,Língua Gestual Portuguesa,40.0,-8.0
lgt,Logoti,3.5,30.0
lgu,Longgu,-9.75,160.666666667
lha,Laha,21.5833333333,103.916666667
lho,Lhomi,27.6666666667,87.4166666667
lic,Hlai (Baoding),19.0,109.5
lii,Lingua Italiana dei Segni,42.0,13.0
lil,Lillooet,50.75,-122.0
lim,Limbu,27.1666666667,87.75
lin,Lingala,2.0,18.5
lis,Lisu,26.0,98.0
lit,Lithuanian,55.0,24.0
liv,Liv,56.8333333333,24.0
lje,Lauje,-0.5,120.0
lkk,Lakkia,24.0833333333,110.166666667
lkt,Lakhota,43.8333333333,-101.833333333
lla,Lamu-Lamu,-14.8333333333,144.5
llm,Lelemi,7.33333333333,0.5
lma,Loma,8.0,-9.5
lmb,Lamba,-13.0,28.0
lmg,Lamang,11.25,13.5833333333
lmh,Lamaholot,-8.25,122.916666667
lml,Limilngan,-12.5,131.916666667
lmn,Lamani,17.0,77.0
lmp,Lampung,-5.0,105.0
lmu,Lamen,-16.5833333333,168.166666667
lnd,Linda,6.5,20.75
lng,Lengua,-22.5,-59.0
lnj,Linngithig,-12.5,142.83
lno,Ladino,40.0,33.0
lns,Lamnso',6.16666666667,10.75
lnw,Lonwolwol,-16.2166666667,168.0
lob,Lobi,10.5,-3.25
lok,Loko,9.33333333333,-12.0833333333
lon,Loniu,-2.06666666667,147.333333333
lot,Lotha,26.5,94.25
lou,Lou,-2.38333333333,147.316666667
lov,Loven,15.0,106.333333333
loz,Lozi,-17.8333333333,26.0
lrd,Lardil,-16.5,139.333333333
lrk,Larike,-3.75,127.916666667
lsa,Lengua de Señas Argentina,-34.0,-63.0
lsb,Língua de Sinais Brasileira,-15.0,-48.0
lse,Lengua de Señas Española,40.0,-3.0
lsf,Langue des Signes Française,47.0,3.0
lsq,Langue des Signes Québecoise,48.0,-75.0
lu,Lü,22.0,100.666666667
lua,Lua,9.75,17.75
luc,Lucazi,-14.0,20.0
lud,Lun Dayeh,4.0,115.916666667
lug,Lugbara,3.08333333333,30.9166666667
lui,Luiseño,33.3333333333,-117.166666667
lul,Lule,-28.0,-64.0
lum,Lummi,48.7,-122.666666667
lun,Lungchang,27.5,96.4166666667
luo,Luo,-0.5,34.75
